timestamp,signal,holding,new_portfolio_value,portfolio_value
112,NIL,ORBS,1000.0,
113,NIL,ORBS,1000.0,
114,NIL,ORBS,1000.0,
115,NIL,ORBS,1000.0,
116,NIL,ORBS,1000.0,
117,NIL,ORBS,1000.0,
118,NIL,ORBS,1000.0,
119,NIL,ORBS,1000.0,
120,NIL,ORBS,1000.0,
121,NIL,ORBS,1000.0,
122,NIL,ORBS,1000.0,
123,NIL,ORBS,1000.0,
124,NIL,ORBS,1000.0,
125,NIL,ORBS,1000.0,
126,NIL,ORBS,1000.0,
127,NIL,ORBS,1000.0,
128,NIL,ORBS,1000.0,
129,NIL,ORBS,1000.0,
130,NIL,ORBS,1000.0,
131,NIL,ORBS,1000.0,
132,NIL,ORBS,1000.0,
133,NIL,ORBS,1000.0,
134,NIL,ORBS,1000.0,
135,NIL,ORBS,1000.0,
136,NIL,ORBS,1000.0,
137,NIL,ORBS,1000.0,
138,NIL,ORBS,1000.0,
139,NIL,ORBS,1000.0,
140,NIL,ORBS,1000.0,
141,NIL,ORBS,1000.0,
142,NIL,ORBS,1000.0,
143,NIL,ORBS,1000.0,
144,NIL,ORBS,1000.0,
145,NIL,ORBS,1000.0,
146,NIL,ORBS,1000.0,
147,NIL,ORBS,1000.0,
148,NIL,ORBS,1000.0,
149,NIL,ORBS,1000.0,
150,NIL,ORBS,1000.0,
151,NIL,ORBS,1000.0,
152,NIL,ORBS,1000.0,
153,NIL,ORBS,1000.0,
154,NIL,ORBS,1000.0,
155,NIL,ORBS,1000.0,
156,NIL,ORBS,1000.0,
157,NIL,ORBS,1000.0,
158,NIL,ORBS,1000.0,
159,NIL,ORBS,1000.0,
160,NIL,ORBS,1000.0,
161,NIL,ORBS,1000.0,
162,NIL,ORBS,1000.0,
163,NIL,ORBS,1000.0,
164,NIL,ORBS,1000.0,
165,NIL,ORBS,1000.0,
166,NIL,ORBS,1000.0,
167,NIL,ORBS,1000.0,
168,NIL,ORBS,1000.0,
169,NIL,ORBS,1000.0,
170,NIL,ORBS,1000.0,
171,NIL,ORBS,1000.0,
172,NIL,ORBS,1000.0,
173,NIL,ORBS,1000.0,
174,NIL,ORBS,1000.0,
175,NIL,ORBS,1000.0,
176,NIL,ORBS,1000.0,
177,NIL,ORBS,1000.0,
178,NIL,ORBS,1000.0,
179,NIL,ORBS,1000.0,
180,NIL,ORBS,1000.0,
181,NIL,ORBS,1000.0,
182,NIL,ORBS,1000.0,
183,NIL,ORBS,1000.0,
184,NIL,ORBS,1000.0,
185,NIL,ORBS,1000.0,
186,NIL,ORBS,1000.0,
187,NIL,ORBS,1000.0,
188,NIL,ORBS,1000.0,
189,NIL,ORBS,1000.0,
190,NIL,ORBS,1000.0,
191,NIL,ORBS,1000.0,
192,NIL,ORBS,1000.0,
193,NIL,ORBS,1000.0,
194,NIL,ORBS,1000.0,
195,NIL,ORBS,1000.0,
196,NIL,ORBS,1000.0,
197,NIL,ORBS,1000.0,
198,NIL,ORBS,1000.0,
199,NIL,ORBS,1000.0,
200,NIL,ORBS,1000.0,
201,NIL,ORBS,1000.0,
202,NIL,ORBS,1000.0,
203,NIL,ORBS,1000.0,
204,NIL,ORBS,1000.0,
205,NIL,ORBS,1000.0,
206,NIL,ORBS,1000.0,
207,NIL,ORBS,1000.0,
208,NIL,ORBS,1000.0,
209,NIL,ORBS,1000.0,
210,NIL,ORBS,1000.0,
211,NIL,ORBS,1000.0,
212,NIL,ORBS,1000.0,
213,NIL,ORBS,1000.0,
214,NIL,ORBS,1000.0,
215,NIL,ORBS,1000.0,
216,NIL,ORBS,1000.0,
217,NIL,ORBS,1000.0,
218,NIL,ORBS,1000.0,
219,NIL,ORBS,1000.0,
220,NIL,ORBS,1000.0,
221,NIL,ORBS,1000.0,
222,NIL,ORBS,1000.0,
223,NIL,ORBS,1000.0,
224,NIL,ORBS,1000.0,
225,NIL,ORBS,1000.0,
226,NIL,ORBS,1000.0,
227,NIL,ORBS,1000.0,
228,NIL,ORBS,1000.0,
229,NIL,ORBS,1000.0,
230,NIL,ORBS,1000.0,
231,NIL,ORBS,1000.0,
232,NIL,ORBS,1000.0,
233,NIL,ORBS,1000.0,
234,NIL,ORBS,1000.0,
235,NIL,ORBS,1000.0,
236,NIL,ORBS,1000.0,
237,NIL,ORBS,1000.0,
238,NIL,ORBS,1000.0,
239,NIL,ORBS,1000.0,
240,NIL,ORBS,1000.0,
241,NIL,ORBS,1000.0,
242,NIL,ORBS,1000.0,
243,NIL,ORBS,1000.0,
244,NIL,ORBS,1000.0,
245,NIL,ORBS,1000.0,
246,NIL,ORBS,1000.0,
247,NIL,ORBS,1000.0,
248,NIL,ORBS,1000.0,
249,NIL,ORBS,1000.0,
250,NIL,ORBS,1000.0,
251,NIL,ORBS,1000.0,
252,NIL,ORBS,1000.0,
253,NIL,ORBS,1000.0,
254,NIL,ORBS,1000.0,
255,NIL,ORBS,1000.0,
256,NIL,ORBS,1000.0,
257,NIL,ORBS,1000.0,
258,NIL,ORBS,1000.0,
259,NIL,ORBS,1000.0,
260,NIL,ORBS,1000.0,
261,NIL,ORBS,1000.0,
262,NIL,ORBS,1000.0,
263,NIL,ORBS,1000.0,
264,NIL,ORBS,1000.0,
265,NIL,ORBS,1000.0,
266,NIL,ORBS,1000.0,
267,NIL,ORBS,1000.0,
268,NIL,ORBS,1000.0,
269,NIL,ORBS,1000.0,
270,NIL,ORBS,1000.0,
271,NIL,ORBS,1000.0,
272,NIL,ORBS,1000.0,
273,NIL,ORBS,1000.0,
274,NIL,ORBS,1000.0,
275,NIL,ORBS,1000.0,
276,NIL,ORBS,1000.0,
277,NIL,ORBS,1000.0,
278,NIL,ORBS,1000.0,
279,NIL,ORBS,1000.0,
280,NIL,ORBS,1000.0,
281,NIL,ORBS,1000.0,
282,NIL,ORBS,1000.0,
283,NIL,ORBS,1000.0,
284,NIL,ORBS,1000.0,
285,NIL,ORBS,1000.0,
286,NIL,ORBS,1000.0,
287,NIL,ORBS,1000.0,
288,NIL,ORBS,1000.0,
289,NIL,ORBS,1000.0,
290,NIL,ORBS,1000.0,
291,NIL,ORBS,1000.0,
292,NIL,ORBS,1000.0,
293,NIL,ORBS,1000.0,
294,NIL,ORBS,1000.0,
295,NIL,ORBS,1000.0,
296,NIL,ORBS,1000.0,
297,NIL,ORBS,1000.0,
298,NIL,ORBS,1000.0,
299,NIL,ORBS,1000.0,
300,NIL,ORBS,1000.0,
301,NIL,ORBS,1000.0,
302,NIL,ORBS,1000.0,
303,NIL,ORBS,1000.0,
304,NIL,ORBS,1000.0,
305,NIL,ORBS,1000.0,
306,NIL,ORBS,1000.0,
307,NIL,ORBS,1000.0,
308,NIL,ORBS,1000.0,
309,NIL,ORBS,1000.0,
310,NIL,ORBS,1000.0,
311,NIL,ORBS,1000.0,
312,NIL,ORBS,1000.0,
313,NIL,ORBS,1000.0,
314,NIL,ORBS,1000.0,
315,NIL,ORBS,1000.0,
316,NIL,ORBS,1000.0,
317,NIL,ORBS,1000.0,
318,NIL,ORBS,1000.0,
319,NIL,ORBS,1000.0,
320,NIL,ORBS,1000.0,
321,NIL,ORBS,1000.0,
322,NIL,ORBS,1000.0,
323,NIL,ORBS,1000.0,
324,NIL,ORBS,1000.0,
325,NIL,ORBS,1000.0,
326,NIL,ORBS,1000.0,
327,NIL,ORBS,1000.0,
328,NIL,ORBS,1000.0,
329,NIL,ORBS,1000.0,
330,NIL,ORBS,1000.0,
331,NIL,ORBS,1000.0,
332,NIL,ORBS,1000.0,
333,NIL,ORBS,1000.0,
334,NIL,ORBS,1000.0,
335,NIL,ORBS,1000.0,
336,NIL,ORBS,1000.0,
337,NIL,ORBS,1000.0,
338,NIL,ORBS,1000.0,
339,NIL,ORBS,1000.0,
340,NIL,ORBS,1000.0,
341,NIL,ORBS,1000.0,
342,NIL,ORBS,1000.0,
343,NIL,ORBS,1000.0,
344,NIL,ORBS,1000.0,
345,NIL,ORBS,1000.0,
346,NIL,ORBS,1000.0,
347,NIL,ORBS,1000.0,
348,NIL,ORBS,1000.0,
349,NIL,ORBS,1000.0,
350,NIL,ORBS,1000.0,
351,NIL,ORBS,1000.0,
352,NIL,ORBS,1000.0,
353,NIL,ORBS,1000.0,
354,NIL,ORBS,1000.0,
355,NIL,ORBS,1000.0,
356,NIL,ORBS,1000.0,
357,NIL,ORBS,1000.0,
358,NIL,ORBS,1000.0,
359,NIL,ORBS,1000.0,
360,NIL,ORBS,1000.0,
361,NIL,ORBS,1000.0,
362,NIL,ORBS,1000.0,
363,NIL,ORBS,1000.0,
364,NIL,ORBS,1000.0,
365,NIL,ORBS,1000.0,
366,NIL,ORBS,1000.0,
367,NIL,ORBS,1000.0,
368,NIL,ORBS,1000.0,
369,NIL,ORBS,1000.0,
370,NIL,ORBS,1000.0,
371,NIL,ORBS,1000.0,
372,NIL,ORBS,1000.0,
373,NIL,ORBS,1000.0,
374,NIL,ORBS,1000.0,
375,NIL,ORBS,1000.0,
376,NIL,ORBS,1000.0,
377,NIL,ORBS,1000.0,
378,NIL,ORBS,1000.0,
379,NIL,ORBS,1000.0,
380,NIL,ORBS,1000.0,
381,NIL,ORBS,1000.0,
382,NIL,ORBS,1000.0,
383,NIL,ORBS,1000.0,
384,NIL,ORBS,1000.0,
385,NIL,ORBS,1000.0,
386,NIL,ORBS,1000.0,
387,NIL,ORBS,1000.0,
388,NIL,ORBS,1000.0,
389,NIL,ORBS,1000.0,
390,NIL,ORBS,1000.0,
391,NIL,ORBS,1000.0,
392,NIL,ORBS,1000.0,
393,NIL,ORBS,1000.0,
394,NIL,ORBS,1000.0,
395,NIL,ORBS,1000.0,
396,NIL,ORBS,1000.0,
397,NIL,ORBS,1000.0,
398,NIL,ORBS,1000.0,
399,NIL,ORBS,1000.0,
400,NIL,ORBS,1000.0,
401,NIL,ORBS,1000.0,
402,NIL,ORBS,1000.0,
403,NIL,ORBS,1000.0,
404,NIL,ORBS,1000.0,
405,NIL,ORBS,1000.0,
406,NIL,ORBS,1000.0,
407,NIL,ORBS,1000.0,
408,NIL,ORBS,1000.0,
409,NIL,ORBS,1000.0,
410,NIL,ORBS,1000.0,
411,NIL,ORBS,1000.0,
412,NIL,ORBS,1000.0,
413,NIL,ORBS,1000.0,
414,NIL,ORBS,1000.0,
415,NIL,ORBS,1000.0,
416,NIL,ORBS,1000.0,
417,NIL,ORBS,1000.0,
418,NIL,ORBS,1000.0,
419,NIL,ORBS,1000.0,
420,NIL,ORBS,1000.0,
421,NIL,ORBS,1000.0,
422,NIL,ORBS,1000.0,
423,NIL,ORBS,1000.0,
424,NIL,ORBS,1000.0,
425,NIL,ORBS,1000.0,
426,NIL,ORBS,1000.0,
427,NIL,ORBS,1000.0,
428,NIL,ORBS,1000.0,
429,NIL,ORBS,1000.0,
430,NIL,ORBS,1000.0,
431,NIL,ORBS,1000.0,
432,NIL,ORBS,1000.0,
433,NIL,ORBS,1000.0,
434,NIL,ORBS,1000.0,
435,NIL,ORBS,1000.0,
436,NIL,ORBS,1000.0,
437,NIL,ORBS,1000.0,
438,NIL,ORBS,1000.0,
439,NIL,ORBS,1000.0,
440,NIL,ORBS,1000.0,
441,NIL,ORBS,1000.0,
442,NIL,ORBS,1000.0,
443,NIL,ORBS,1000.0,
444,NIL,ORBS,1000.0,
445,NIL,ORBS,1000.0,
446,NIL,ORBS,1000.0,
447,NIL,ORBS,1000.0,
448,NIL,ORBS,1000.0,
449,NIL,ORBS,1000.0,
450,NIL,ORBS,1000.0,
451,NIL,ORBS,1000.0,
452,NIL,ORBS,1000.0,
453,NIL,ORBS,1000.0,
454,NIL,ORBS,1000.0,
455,NIL,ORBS,1000.0,
456,NIL,ORBS,1000.0,
457,NIL,ORBS,1000.0,
458,NIL,ORBS,1000.0,
459,NIL,ORBS,1000.0,
460,NIL,ORBS,1000.0,
461,NIL,ORBS,1000.0,
462,NIL,ORBS,1000.0,
463,NIL,ORBS,1000.0,
464,NIL,ORBS,1000.0,
465,NIL,ORBS,1000.0,
466,NIL,ORBS,1000.0,
467,NIL,ORBS,1000.0,
468,NIL,ORBS,1000.0,
469,NIL,ORBS,1000.0,
470,NIL,ORBS,1000.0,
471,NIL,ORBS,1000.0,
472,NIL,ORBS,1000.0,
473,NIL,ORBS,1000.0,
474,NIL,ORBS,1000.0,
475,NIL,ORBS,1000.0,
476,NIL,ORBS,1000.0,
477,NIL,ORBS,1000.0,
478,NIL,ORBS,1000.0,
479,NIL,ORBS,1000.0,
480,NIL,ORBS,1000.0,
481,NIL,ORBS,1000.0,
482,NIL,ORBS,1000.0,
483,NIL,ORBS,1000.0,
484,NIL,ORBS,1000.0,
485,NIL,ORBS,1000.0,
486,NIL,ORBS,1000.0,
487,NIL,ORBS,1000.0,
488,NIL,ORBS,1000.0,
489,NIL,ORBS,1000.0,
490,NIL,ORBS,1000.0,
491,NIL,ORBS,1000.0,
492,NIL,ORBS,1000.0,
493,NIL,ORBS,1000.0,
494,NIL,ORBS,1000.0,
495,NIL,ORBS,1000.0,
496,NIL,ORBS,1000.0,
497,NIL,ORBS,1000.0,
498,NIL,ORBS,1000.0,
499,NIL,ORBS,1000.0,
500,NIL,ORBS,1000.0,
501,NIL,ORBS,1000.0,
502,NIL,ORBS,1000.0,
503,NIL,ORBS,1000.0,
504,NIL,ORBS,1000.0,
505,NIL,ORBS,1000.0,
506,NIL,ORBS,1000.0,
507,NIL,ORBS,1000.0,
508,NIL,ORBS,1000.0,
509,NIL,ORBS,1000.0,
510,NIL,ORBS,1000.0,
511,NIL,ORBS,1000.0,
512,NIL,ORBS,1000.0,
513,NIL,ORBS,1000.0,
514,NIL,ORBS,1000.0,
515,NIL,ORBS,1000.0,
516,NIL,ORBS,1000.0,
517,NIL,ORBS,1000.0,
518,NIL,ORBS,1000.0,
519,NIL,ORBS,1000.0,
520,NIL,ORBS,1000.0,
521,NIL,ORBS,1000.0,
522,NIL,ORBS,1000.0,
523,NIL,ORBS,1000.0,
524,NIL,ORBS,1000.0,
525,NIL,ORBS,1000.0,
526,NIL,ORBS,1000.0,
527,NIL,ORBS,1000.0,
528,NIL,ORBS,1000.0,
529,NIL,ORBS,1000.0,
530,NIL,ORBS,1000.0,
531,NIL,ORBS,1000.0,
532,NIL,ORBS,1000.0,
533,NIL,ORBS,1000.0,
534,NIL,ORBS,1000.0,
535,NIL,ORBS,1000.0,
536,NIL,ORBS,1000.0,
537,NIL,ORBS,1000.0,
538,NIL,ORBS,1000.0,
539,NIL,ORBS,1000.0,
540,NIL,ORBS,1000.0,
541,NIL,ORBS,1000.0,
542,NIL,ORBS,1000.0,
543,NIL,ORBS,1000.0,
544,NIL,ORBS,1000.0,
545,NIL,ORBS,1000.0,
546,NIL,ORBS,1000.0,
547,NIL,ORBS,1000.0,
548,NIL,ORBS,1000.0,
549,NIL,ORBS,1000.0,
550,NIL,ORBS,1000.0,
551,NIL,ORBS,1000.0,
552,NIL,ORBS,1000.0,
553,NIL,ORBS,1000.0,
554,NIL,ORBS,1000.0,
555,NIL,ORBS,1000.0,
556,NIL,ORBS,1000.0,
557,NIL,ORBS,1000.0,
558,NIL,ORBS,1000.0,
559,NIL,ORBS,1000.0,
560,NIL,ORBS,1000.0,
561,NIL,ORBS,1000.0,
562,NIL,ORBS,1000.0,
563,NIL,ORBS,1000.0,
564,NIL,ORBS,1000.0,
565,NIL,ORBS,1000.0,
566,NIL,ORBS,1000.0,
567,NIL,ORBS,1000.0,
568,NIL,ORBS,1000.0,
569,NIL,ORBS,1000.0,
570,NIL,ORBS,1000.0,
571,NIL,ORBS,1000.0,
572,NIL,ORBS,1000.0,
573,NIL,ORBS,1000.0,
574,NIL,ORBS,1000.0,
575,NIL,ORBS,1000.0,
576,NIL,ORBS,1000.0,
577,NIL,ORBS,1000.0,
578,NIL,ORBS,1000.0,
579,NIL,ORBS,1000.0,
580,NIL,ORBS,1000.0,
581,NIL,ORBS,1000.0,
582,NIL,ORBS,1000.0,
583,NIL,ORBS,1000.0,
584,NIL,ORBS,1000.0,
585,NIL,ORBS,1000.0,
586,NIL,ORBS,1000.0,
587,NIL,ORBS,1000.0,
588,NIL,ORBS,1000.0,
589,NIL,ORBS,1000.0,
590,NIL,ORBS,1000.0,
591,NIL,ORBS,1000.0,
592,NIL,ORBS,1000.0,
593,NIL,ORBS,1000.0,
594,NIL,ORBS,1000.0,
595,NIL,ORBS,1000.0,
596,NIL,ORBS,1000.0,
597,NIL,ORBS,1000.0,
598,NIL,ORBS,1000.0,
599,NIL,ORBS,1000.0,
600,NIL,ORBS,1000.0,
601,NIL,ORBS,1000.0,
602,NIL,ORBS,1000.0,
603,NIL,ORBS,1000.0,
604,NIL,ORBS,1000.0,
605,NIL,ORBS,1000.0,
606,NIL,ORBS,1000.0,
607,NIL,ORBS,1000.0,
608,NIL,ORBS,1000.0,
609,NIL,ORBS,1000.0,
610,NIL,ORBS,1000.0,
611,NIL,ORBS,1000.0,
612,NIL,ORBS,1000.0,
613,NIL,ORBS,1000.0,
614,NIL,ORBS,1000.0,
615,NIL,ORBS,1000.0,
616,NIL,ORBS,1000.0,
617,NIL,ORBS,1000.0,
618,NIL,ORBS,1000.0,
619,NIL,ORBS,1000.0,
620,NIL,ORBS,1000.0,
621,NIL,ORBS,1000.0,
622,NIL,ORBS,1000.0,
623,NIL,ORBS,1000.0,
624,NIL,ORBS,1000.0,
625,NIL,ORBS,1000.0,
626,NIL,ORBS,1000.0,
627,NIL,ORBS,1000.0,
628,NIL,ORBS,1000.0,
629,NIL,ORBS,1000.0,
630,NIL,ORBS,1000.0,
631,NIL,ORBS,1000.0,
632,NIL,ORBS,1000.0,
633,NIL,ORBS,1000.0,
634,NIL,ORBS,1000.0,
635,NIL,ORBS,1000.0,
636,NIL,ORBS,1000.0,
637,NIL,ORBS,1000.0,
638,NIL,ORBS,1000.0,
639,NIL,ORBS,1000.0,
640,NIL,ORBS,1000.0,
641,NIL,ORBS,1000.0,
642,NIL,ORBS,1000.0,
643,NIL,ORBS,1000.0,
644,NIL,ORBS,1000.0,
645,NIL,ORBS,1000.0,
646,NIL,ORBS,1000.0,
647,NIL,ORBS,1000.0,
648,NIL,ORBS,1000.0,
649,NIL,ORBS,1000.0,
650,NIL,ORBS,1000.0,
651,NIL,ORBS,1000.0,
652,NIL,ORBS,1000.0,
653,NIL,ORBS,1000.0,
654,NIL,ORBS,1000.0,
655,NIL,ORBS,1000.0,
656,NIL,ORBS,1000.0,
657,NIL,ORBS,1000.0,
658,NIL,ORBS,1000.0,
659,NIL,ORBS,1000.0,
660,NIL,ORBS,1000.0,
661,NIL,ORBS,1000.0,
662,NIL,ORBS,1000.0,
663,NIL,ORBS,1000.0,
664,NIL,ORBS,1000.0,
665,NIL,ORBS,1000.0,
666,NIL,ORBS,1000.0,
667,NIL,ORBS,1000.0,
668,NIL,ORBS,1000.0,
669,NIL,ORBS,1000.0,
670,NIL,ORBS,1000.0,
671,NIL,ORBS,1000.0,
672,NIL,ORBS,1000.0,
673,NIL,ORBS,1000.0,
674,NIL,ORBS,1000.0,
675,NIL,ORBS,1000.0,
676,NIL,ORBS,1000.0,
677,NIL,ORBS,1000.0,
678,NIL,ORBS,1000.0,
679,NIL,ORBS,1000.0,
680,NIL,ORBS,1000.0,
681,NIL,ORBS,1000.0,
682,NIL,ORBS,1000.0,
683,NIL,ORBS,1000.0,
684,NIL,ORBS,1000.0,
685,NIL,ORBS,1000.0,
686,NIL,ORBS,1000.0,
687,NIL,ORBS,1000.0,
688,NIL,ORBS,1000.0,
689,NIL,ORBS,1000.0,
690,NIL,ORBS,1000.0,
691,NIL,ORBS,1000.0,
692,NIL,ORBS,1000.0,
693,NIL,ORBS,1000.0,
694,NIL,ORBS,1000.0,
695,NIL,ORBS,1000.0,
696,NIL,ORBS,1000.0,
697,NIL,ORBS,1000.0,
698,NIL,ORBS,1000.0,
699,NIL,ORBS,1000.0,
700,NIL,ORBS,1000.0,
701,NIL,ORBS,1000.0,
702,NIL,ORBS,1000.0,
703,NIL,ORBS,1000.0,
704,NIL,ORBS,1000.0,
705,NIL,ORBS,1000.0,
706,NIL,ORBS,1000.0,
707,NIL,ORBS,1000.0,
708,NIL,ORBS,1000.0,
709,NIL,ORBS,1000.0,
710,NIL,ORBS,1000.0,
711,NIL,ORBS,1000.0,
712,NIL,ORBS,1000.0,
713,NIL,ORBS,1000.0,
714,NIL,ORBS,1000.0,
715,NIL,ORBS,1000.0,
716,NIL,ORBS,1000.0,
717,NIL,ORBS,1000.0,
718,NIL,ORBS,1000.0,
719,NIL,ORBS,1000.0,
720,NIL,ORBS,1000.0,
721,NIL,ORBS,1000.0,
722,NIL,ORBS,1000.0,
723,NIL,ORBS,1000.0,
724,NIL,ORBS,1000.0,
725,NIL,ORBS,1000.0,
726,NIL,ORBS,1000.0,
727,NIL,ORBS,1000.0,
728,NIL,ORBS,1000.0,
729,NIL,ORBS,1000.0,
730,NIL,ORBS,1000.0,
731,NIL,ORBS,1000.0,
732,NIL,ORBS,1000.0,
733,NIL,ORBS,1000.0,
734,NIL,ORBS,1000.0,
735,NIL,ORBS,1000.0,
736,NIL,ORBS,1000.0,
737,NIL,ORBS,1000.0,
738,NIL,ORBS,1000.0,
739,NIL,ORBS,1000.0,
740,NIL,ORBS,1000.0,
741,ELVEN_WINE,ORBS,1000.0,
742,NIL,ELVEN_WINE,996.9532712186799,
743,NIL,ELVEN_WINE,985.8026373904413,
744,NIL,ELVEN_WINE,988.7565707993085,
745,NIL,ELVEN_WINE,984.6438854972203,
746,NIL,ELVEN_WINE,985.9435932938311,
747,NIL,ELVEN_WINE,986.9182177079474,
748,NIL,ELVEN_WINE,983.4180295389717,
749,NIL,ELVEN_WINE,981.6769671143413,
750,NIL,ELVEN_WINE,983.8885302957084,
751,NIL,ELVEN_WINE,981.5823315864916,
752,NIL,ELVEN_WINE,971.7244886644032,
753,NIL,ELVEN_WINE,970.7727119740333,
754,NIL,ELVEN_WINE,966.02650586409,
755,NIL,ELVEN_WINE,954.5864353222765,
756,NIL,ELVEN_WINE,958.1254294291526,
757,NIL,ELVEN_WINE,968.8664656043891,
758,NIL,ELVEN_WINE,973.0883433922925,
759,NIL,ELVEN_WINE,976.5127276280782,
760,NIL,ELVEN_WINE,971.7987069232054,
761,NIL,ELVEN_WINE,973.6940508754487,
762,NIL,ELVEN_WINE,972.2306385060183,
763,NIL,ELVEN_WINE,971.1746051339587,
764,NIL,ELVEN_WINE,969.8560528575739,
765,NIL,ELVEN_WINE,972.1729011138218,
766,NIL,ELVEN_WINE,974.9939785243234,
767,NIL,ELVEN_WINE,971.5053201167548,
768,NIL,ELVEN_WINE,974.6559737880694,
769,NIL,ELVEN_WINE,978.3327129888971,
770,NIL,ELVEN_WINE,995.8274246862951,
771,NIL,ELVEN_WINE,993.5945696587423,
772,NIL,ELVEN_WINE,993.9608765487219,
773,NIL,ELVEN_WINE,1009.4735765986286,
774,NIL,ELVEN_WINE,1013.6489697257836,
775,NIL,ELVEN_WINE,1014.2332726180033,
776,NIL,ELVEN_WINE,1009.9565831641863,
777,NIL,ELVEN_WINE,1006.5156479989855,
778,NIL,ELVEN_WINE,1002.7073992942444,
779,NIL,ELVEN_WINE,998.3066954464823,
780,NIL,ELVEN_WINE,994.5144476378366,
781,NIL,ELVEN_WINE,995.7425133932006,
782,NIL,ELVEN_WINE,991.070118855637,
783,NIL,ELVEN_WINE,986.1900581509642,
784,NIL,ELVEN_WINE,990.8508029344929,
785,NIL,ELVEN_WINE,990.6022845122563,
786,NIL,ELVEN_WINE,994.8189921480166,
787,NIL,ELVEN_WINE,992.5959853744449,
788,NIL,ELVEN_WINE,995.1877359352524,
789,NIL,ELVEN_WINE,992.9780064667248,
790,NIL,ELVEN_WINE,992.5835874784568,
791,NIL,ELVEN_WINE,982.6387925832846,
792,NIL,ELVEN_WINE,986.7851249456052,
793,NIL,ELVEN_WINE,989.2379530351352,
794,NIL,ELVEN_WINE,993.1736113614593,
